"""Parent ID number""",ID number,Short name,Description,Description format,Scale values,Scale configuration,Rule type (optional),Rule outcome (optional),Rule config (optional),Cross-referenced competency ID numbers,Exported ID (optional),Is framework,Taxonomy
S,S0414,S0414 - Skill in evaluating laws,Skill in evaluating laws,1,,,,0,null,"OG-WRL-006,OG-WRL-012,OG-WRL-007,OG-WRL-013",3402,,
S,S0408,S0408 - Skill in maintaining standard operating procedures (SOPs),Skill in maintaining standard operating procedures (SOPs),1,,,,0,null,"IO-WRL-005,IO-WRL-007,OG-WRL-008",3388,,
S,S0422,S0422 - Skill in evaluating workforce trends,Skill in evaluating workforce trends,1,,,,0,null,OG-WRL-003,3409,,
S,S0390,S0390 - Skill in assessing learner comprehension,Skill in assessing learner comprehension,1,,,,0,null,OG-WRL-005,3389,,
S,S0397,S0397 - Skill in assessing requirements,Skill in assessing requirements,1,,,,0,null,"OG-WRL-003,OG-WRL-013",3403,,
S,S0403,S0403 - Skill in validating data,Skill in validating data,1,,,,0,null,"DD-WRL-007,OG-WRL-012",3390,,
S,S0427,S0427 - Skill in building frameworks,Skill in building frameworks,1,,,,0,null,DD-WRL-002,3414,,
S,S0391,S0391 - Skill in creating technical documentation,Skill in creating technical documentation,1,,,,0,null,"DD-WRL-009,DD-WRL-004,DD-WRL-008,OG-WRL-004,OG-WRL-005,OG-WRL-012,PD-WRL-005,NF-COM-007",3391,,
S,S0417,S0417 - Skill in deploying software securely,Skill in deploying software securely,1,,,,0,null,DD-WRL-003,3404,,
S,S0413,S0413 - Skill in determining supplier trustworthiness,Skill in determining supplier trustworthiness,1,,,,0,null,"OG-WRL-010,OG-WRL-011,OG-WRL-009",3392,,
S,S0423,S0423 - Skill in analyzing processes to ensure conformance with procedural requirements,Skill in analyzing processes to ensure conformance with procedural requirements,1,,,,0,null,"DD-WRL-004,OG-WRL-010,OG-WRL-011,OG-WRL-012,OG-WRL-009,OG-WRL-016",3410,,
S,S0392,S0392 - Skill in providing training and education feedback to learners,Skill in providing training and education feedback to learners,1,,,,0,null,OG-WRL-005,3393,,
S,S0418,S0418 - Skill in applying secure network architectures,Skill in applying secure network architectures,1,,,,0,null,"DD-WRL-001,DD-WRL-004,NF-COM-007",3405,,
S,S0404,S0404 - Skill in conducting market research,Skill in conducting market research,1,,,,0,null,OG-WRL-009,3394,,
S,S0426,S0426 - Skill in building architectures,Skill in building architectures,1,,,,0,null,DD-WRL-002,3413,,
S,S0393,S0393 - Skill in developing assessments,Skill in developing assessments,1,,,,0,null,"OG-WRL-005,OG-WRL-012,OG-WRL-003",3395,,
S,S0419,S0419 - Skill in designing systems,Skill in designing systems,1,,,,0,null,"DD-WRL-001,DD-WRL-004,NF-COM-007",3406,,
S,S0409,S0409 - Skill in deriving evaluative conclusions from data,Skill in deriving evaluative conclusions from data,1,,,,0,null,"DD-WRL-004,DD-WRL-007,OG-WRL-012",3396,,
S,S0428,S0428 - Skill in designing architectures,Skill in designing architectures,1,,,,0,null,"DD-WRL-001,DD-WRL-004,NF-COM-007",3415,,
S,S0394,S0394 - Skill in developing security assessments,Skill in developing security assessments,1,,,,0,null,"OG-WRL-005,OG-WRL-012,OG-WRL-003",3397,,
S,S0420,S0420 - Skill in integrating multiple technologies,Skill in integrating multiple technologies,1,,,,0,null,DD-WRL-002,3407,,
S,S0405,S0405 - Skill in pricing products,Skill in pricing products,1,,,,0,null,OG-WRL-009,3398,,
S,S0429,S0429 - Skill in designing frameworks,Skill in designing frameworks,1,,,,0,null,"DD-WRL-001,DD-WRL-004",3416,,
S,S0430,S0430 - Skill in collaborating with others,Skill in collaborating with others,1,,,,0,null,"DD-WRL-001,DD-WRL-009,DD-WRL-004,IO-WRL-005,OG-WRL-004,OG-WRL-005,OG-WRL-012,OG-WRL-013,PD-WRL-006",3417,,
S,S0431,S0431 - Skill in applying critical thinking,Skill in applying critical thinking,1,,,,0,null,"IN-WRL-002,OG-WRL-004,OG-WRL-005,OG-WRL-012,OG-WRL-007",3418,,
S,S0457,S0457 - Skill in determining system authorization status,Skill in determining system authorization status,1,,,,0,null,,3443,,
S,S0432,S0432 - Skill in coordinating cybersecurity operations across an organization,Skill in coordinating cybersecurity operations across an organization,1,,,,0,null,"OG-WRL-013,NF-COM-007",3419,,
S,S0450,S0450 - Skill in authoring privacy disclosure statements,Skill in authoring privacy disclosure statements,1,,,,0,null,OG-WRL-008,3436,,
S,S0433,S0433 - Skill in creating analytics,Skill in creating analytics,1,,,,0,null,PD-WRL-006,3420,,
S,S0460,S0460 - Skill in verifying contractor compliance with contracts,Skill in verifying contractor compliance with contracts,1,,,,0,null,,3446,,
S,S0434,S0434 - Skill in extrapolating from incomplete data sets,Skill in extrapolating from incomplete data sets,1,,,,0,null,PD-WRL-006,3421,,
S,S0451,S0451 - Skill in deploying continuous monitoring technologies,Skill in deploying continuous monitoring technologies,1,,,,0,null,"IO-WRL-005,IO-WRL-004,NF-COM-007",3437,,
S,S0435,S0435 - Skill in analyzing large data sets,Skill in analyzing large data sets,1,,,,0,null,"OG-WRL-012,PD-WRL-006",3422,,
S,S0458,S0458 - Skill in coordinating efforts between stakeholders,Skill in coordinating efforts between stakeholders,1,,,,0,null,"DD-WRL-001,NF-COM-007",3444,,
S,S0436,S0436 - Skill in creating target intelligence products,Skill in creating target intelligence products,1,,,,0,null,"OG-WRL-012,PD-WRL-006",3423,,
S,S0452,S0452 - Skill in creating a risk management program,Skill in creating a risk management program,1,,,,0,null,,3438,,
S,S0437,S0437 - Skill in identifying targets of interest,Skill in identifying targets of interest,1,,,,0,null,OG-WRL-012,3424,,
S,S0462,S0462 - Skill in integrating information security requirements in the acquisitions process,Skill in integrating information security requirements in the acquisitions process,1,,,,0,null,"DD-WRL-004,OG-WRL-010,OG-WRL-011,OG-WRL-012,OG-WRL-009,OG-WRL-016,OG-WRL-014",3448,,
S,S0438,"S0438 - Skill in functioning effectively in a dynamic, fast-paced environment","Skill in functioning effectively in a dynamic, fast-paced environment",1,,,,0,null,"IO-WRL-005,OG-WRL-012,PD-WRL-006,NF-COM-007",3425,,
S,S0453,S0453 - Skill in creating a risk management strategy,Skill in creating a risk management strategy,1,,,,0,null,NF-COM-007,3439,,
S,S0439,S0439 - Skill in identifying external partners,Skill in identifying external partners,1,,,,0,null,"OG-WRL-012,OG-WRL-013",3426,,
S,S0459,S0459 - Skill in creating security assessment reports,Skill in creating security assessment reports,1,,,,0,null,"DD-WRL-009,NF-COM-007",3445,,
S,S0440,S0440 - Skill in identifying target vulnerabilities,Skill in identifying target vulnerabilities,1,,,,0,null,OG-WRL-012,3427,,
S,S0454,S0454 - Skill in creating an internal information sharing program,Skill in creating an internal information sharing program,1,,,,0,null,,3440,,
S,S0441,S0441 - Skill in describing target vulnerabilities,Skill in describing target vulnerabilities,1,,,,0,null,OG-WRL-012,3428,,
S,S0463,S0463 - Skill in implementing software quality control processes,Skill in implementing software quality control processes,1,,,,0,null,"DD-WRL-004,OG-WRL-010,OG-WRL-011,OG-WRL-012,OG-WRL-009,OG-WRL-016,OG-WRL-014",3449,,
S,S0442,S0442 - Skill in collecting network data,Skill in collecting network data,1,,,,0,null,PD-WRL-005,3429,,
S,S0455,S0455 - Skill in integrating authorizations with requirements,Skill in integrating authorizations with requirements,1,,,,0,null,,3441,,
S,S0443,S0443 - Skill in mitigating cognitive biases,Skill in mitigating cognitive biases,1,,,,0,null,"OG-WRL-012,PD-WRL-006",3430,,
S,S0461,S0461 - Skill in integrating security requirements and contracts,Skill in integrating security requirements and contracts,1,,,,0,null,DD-WRL-009,3447,,
S,S0444,S0444 - Skill in mitigating deception in reporting and analysis,Skill in mitigating deception in reporting and analysis,1,,,,0,null,PD-WRL-006,3431,,
S,S0456,S0456 - Skill in integrating security plans and authorizations,Skill in integrating security plans and authorizations,1,,,,0,null,,3442,,
S,S0446,S0446 - Skill in mimicking threat actors,Skill in mimicking threat actors,1,,,,0,null,PD-WRL-006,3432,,
S,S0505,S0505 - Skill in performing intrusion data analysis,Skill in performing intrusion data analysis,1,,,,0,null,PD-WRL-006,3486,,
S,S0447,S0447 - Skill in aligning privacy and cybersecurity objectives,Skill in aligning privacy and cybersecurity objectives,1,,,,0,null,"OG-WRL-012,OG-WRL-013,OG-WRL-008",3433,,
S,S0448,S0448 - Skill in creating automated security control systems,Skill in creating automated security control systems,1,,,,0,null,IO-WRL-005,3434,,
S,S0449,S0449 - Skill in maintaining automated security control systems,Skill in maintaining automated security control systems,1,,,,0,null,"IO-WRL-005,NF-COM-007",3435,,
S,S0464,S0464 - Skill in applying stakeholder management within a system development life cycle,Skill in applying stakeholder management within a system development life cycle,1,,,,0,null,NF-COM-007,3450,,
S,S0465,S0465 - Skill in identifying critical infrastructure systems,Skill in identifying critical infrastructure systems,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,DD-WRL-008,OG-WRL-012,OG-WRL-013,OG-WRL-014",3451,,
S,S0466,S0466 - Skill in identifying systems designed without security considerations,Skill in identifying systems designed without security considerations,1,,,,0,null,"DD-WRL-001,DD-WRL-002,DD-WRL-003,DD-WRL-004,DD-WRL-005,DD-WRL-006,DD-WRL-008,OG-WRL-012,OG-WRL-013,OG-WRL-014",3452,,
S,S0467,S0467 - Skill in conducting an education needs assessment,Skill in conducting an education needs assessment,1,,,,0,null,"OG-WRL-004,OG-WRL-005",3453,,
S,S0468,S0468 - Skill in conducting a training needs assessment,Skill in conducting a training needs assessment,1,,,,0,null,"OG-WRL-004,OG-WRL-005",3454,,
S,S0469,S0469 - Skill in navigating the dark web,Skill in navigating the dark web,1,,,,0,null,IN-WRL-001,3455,,
S,S0470,S0470 - Skill in using the TOR network,Skill in using the TOR network,1,,,,0,null,IN-WRL-001,3456,,
S,S0471,S0471 - Skill in examining digital media,Skill in examining digital media,1,,,,0,null,IN-WRL-001,3457,,
S,S0472,S0472 - Skill in developing virtual machines,Skill in developing virtual machines,1,,,,0,null,"IO-WRL-005,IN-WRL-002,OG-WRL-005,OG-WRL-012,PD-WRL-002,PD-WRL-006",3458,,
S,S0473,S0473 - Skill in maintaining virtual machines,Skill in maintaining virtual machines,1,,,,0,null,"IO-WRL-005,OG-WRL-005,OG-WRL-012,PD-WRL-002,PD-WRL-006",3459,,
S,S0474,S0474 - Skill in finding system files,Skill in finding system files,1,,,,0,null,PD-WRL-002,3460,,
S,S0475,S0475 - Skill in recognizing digital forensics data,Skill in recognizing digital forensics data,1,,,,0,null,"DD-WRL-008,PD-WRL-002",3461,,
S,S0476,S0476 - Skill in identifying filename extension abuse,Skill in identifying filename extension abuse,1,,,,0,null,"IN-WRL-002,PD-WRL-002",3462,,
S,S0477,S0477 - Skill in identifying anomalous activity,Skill in identifying anomalous activity,1,,,,0,null,"IN-WRL-001,PD-WRL-005",3463,,
S,S0478,S0478 - Skill in providing customer support,Skill in providing customer support,1,,,,0,null,IO-WRL-007,3464,,
S,S0479,S0479 - Skill in evaluating supplier trustworthiness,Skill in evaluating supplier trustworthiness,1,,,,0,null,IO-WRL-006,3465,,
S,S0480,S0480 - Skill in evaluating product trustworthiness,Skill in evaluating product trustworthiness,1,,,,0,null,IO-WRL-006,3466,,
S,S0481,S0481 - Skill in identifying forensic digital footprints,Skill in identifying forensic digital footprints,1,,,,0,null,DD-WRL-008,3467,,
S,S0482,S0482 - Skill in performing forensic data analysis,Skill in performing forensic data analysis,1,,,,0,null,DD-WRL-008,3468,,
S,S0483,S0483 - Skill in identifying software communications vulnerabilities,Skill in identifying software communications vulnerabilities,1,,,,0,null,"DD-WRL-008,IO-WRL-006,OG-WRL-005,OG-WRL-012,PD-WRL-001,PD-WRL-003,PD-WRL-007",3469,,
S,S0484,S0484 - Skill in developing user credential management systems,Skill in developing user credential management systems,1,,,,0,null,IO-WRL-006,3470,,
S,S0485,S0485 - Skill in implementing user credential management systems,Skill in implementing user credential management systems,1,,,,0,null,IO-WRL-006,3471,,
S,S0486,S0486 - Skill in implementing enterprise key escrow systems,Skill in implementing enterprise key escrow systems,1,,,,0,null,"IO-WRL-006,OG-WRL-001",3472,,
S,S0487,S0487 - Skill in operating IT systems,Skill in operating IT systems,1,,,,0,null,"IO-WRL-005,IO-WRL-007",3473,,
S,S0488,S0488 - Skill in maintaining IT systems,Skill in maintaining IT systems,1,,,,0,null,"IO-WRL-005,IO-WRL-007",3474,,
S,S0489,S0489 - Skill in implementing countermeasures,Skill in implementing countermeasures,1,,,,0,null,,3475,,
S,S0490,S0490 - Skill in recreating network topologies,Skill in recreating network topologies,1,,,,0,null,PD-WRL-001,3476,,
S,S0491,S0491 - Skill in processing digital forensic data,Skill in processing digital forensic data,1,,,,0,null,PD-WRL-002,3477,,
S,S0492,S0492 - Skill in performing threat environment analysis,Skill in performing threat environment analysis,1,,,,0,null,PD-WRL-007,3478,,
S,S0494,S0494 - Skill in performing operational environment analysis,Skill in performing operational environment analysis,1,,,,0,null,PD-WRL-006,3479,,
S,S0495,"S0495 - Skill in determining asset availability, capabilities, and limitations","Skill in determining asset availability, capabilities, and limitations",1,,,,0,null,NF-COM-007,3480,,
S,S0497,S0497 - Skill in developing client organization profiles,Skill in developing client organization profiles,1,,,,0,null,"DD-WRL-006,OG-WRL-002,OG-WRL-003,OG-WRL-013",3481,,
S,S0499,S0499 - Skill in performing intelligence collection analysis,Skill in performing intelligence collection analysis,1,,,,0,null,"IN-WRL-002,PD-WRL-002",3482,,
S,S0501,S0501 - Skill in developing crisis action plans,Skill in developing crisis action plans,1,,,,0,null,,3483,,
S,S0503,S0503 - Skill in selecting targets,Skill in selecting targets,1,,,,0,null,OG-WRL-012,3484,,
